Weights for neuron 0
-0.240718,0.486978,-0.210941,0.289620,0.294603,0.252173,-0.325120,0.102986,-0.013939,0.022707,-0.284525,0.283461,-0.158276,0.337880,0.405453,0.430812,0.111709,-0.074290,-0.090295,-0.089991,-0.400680,-0.482641,0.319298,0.436643,0.423969,-0.284131,-0.055981,-0.352455
0.347990,0.058401,-0.268536,0.040096,0.438428,-0.316700,-0.472193,0.358651,0.092043,0.142989,0.365122,0.029080,0.062703,0.082864,0.105544,-0.482315,-0.211803,-0.290678,-0.417794,-0.033691,0.344613,0.073040,-0.475135,0.254471,-0.223090,-0.468825,-0.346953,0.160128
0.356518,0.168801,-0.212215,0.202788,0.321475,0.051896,0.169008,0.304462,-0.399868,-0.113437,0.237864,0.042900,0.178328,0.191920,-0.169574,-0.176390,-0.072509,-0.403037,0.436032,0.081491,0.350440,0.491495,-0.466966,0.007619,0.269494,-0.139558,-0.082354,0.181939
-0.039917,-0.390969,0.217159,0.329064,0.365514,-0.375028,0.285183,0.122967,-0.449554,-0.024482,0.488156,-0.053419,0.207342,-0.291289,-0.328339,0.262183,-0.382236,0.384597,0.308226,0.212441,-0.380721,-0.041413,-0.274193,-0.469445,-0.202809,-0.013366,-0.002737,-0.395309
0.375435,0.128042,-0.290468,0.212856,0.061705,0.263497,0.086612,-0.461078,-0.163702,-0.094116,-0.168637,-0.283986,0.515827,0.141449,0.137571,0.195923,-0.136444,-0.415975,0.495522,-0.415002,0.481352,0.163752,0.377049,-0.006577,0.031823,-0.478449,-0.039063,-0.191216
0.280145,0.009064,0.036825,0.010990,0.177632,-0.016214,0.426665,0.309246,0.418756,0.596428,-0.110675,-0.110723,0.135620,-0.089916,0.386823,0.426388,0.153636,0.193971,-0.245885,-0.391567,0.436689,-0.384361,0.380187,-0.030772,-0.382839,0.174571,0.456048,0.339225
-0.077071,0.434998,0.096627,0.084316,-0.131435,0.255914,0.305241,0.483219,-0.039744,0.251654,0.183091,0.041412,-0.351375,0.307644,0.353329,0.149656,0.178785,0.410818,-0.271012,-0.066279,0.339535,-0.325828,0.254484,0.031682,-0.066385,-0.096680,-0.177704,0.031774
-0.495022,0.342637,-0.411291,-0.417175,0.397926,0.158466,0.187856,-0.456789,0.321971,0.146700,0.380061,-0.231817,-0.104076,0.291802,0.365477,0.195945,-0.390952,-0.370307,-0.158973,-0.302168,0.413215,0.168627,0.359560,-0.441779,0.222629,-0.008213,-0.333925,-0.490385
0.113406,0.306274,-0.164627,0.254673,-0.194827,0.216979,0.265214,-0.428097,0.090453,-0.119515,0.324684,-0.261584,-0.024914,-0.170099,-0.132111,-0.290307,-0.174740,-0.151875,-0.326490,-0.514445,0.220379,-0.314037,-0.240502,0.272411,0.496190,-0.387627,0.329828,0.270952
0.201986,0.324596,-0.435226,0.173692,0.460333,-0.459665,0.180280,0.211281,-0.170094,0.324995,-0.492016,-0.115860,-0.122821,-0.537006,0.269441,0.209428,0.334730,0.127437,0.393866,-0.506135,0.136890,0.297197,-0.433408,-0.467002,0.025853,0.117463,0.018044,0.351534
0.137409,-0.333731,-0.243310,0.092829,0.264872,0.406616,0.069697,-0.080357,-0.353304,-0.344464,-0.310151,-0.049455,-0.248016,0.169952,0.159576,0.325379,0.071224,0.374778,0.275635,-0.083426,0.253556,-0.062516,-0.244068,0.266823,-0.021949,0.041107,-0.170729,-0.313219
0.082161,0.057628,-0.349008,-0.147264,-0.338211,-0.075390,-0.573856,-0.148649,-0.377553,-0.313059,-0.274774,-0.206706,0.227397,-0.077795,-0.156351,0.252573,-0.465777,0.049169,-0.353383,-0.413585,-0.086857,0.013063,-0.309250,-0.465819,0.088112,0.168864,-0.476349,0.347747
0.029011,0.185025,0.045267,0.438013,0.378622,0.294755,-0.077525,-0.530989,-0.081668,-0.354514,0.016230,0.449413,-0.481487,0.351432,0.175770,-0.215480,0.520728,-0.432160,-0.221314,-0.193120,-0.123743,-0.503653,0.203825,0.124682,-0.145119,0.234247,0.244554,0.154145
0.399345,0.101798,0.062242,0.290490,0.237006,0.160125,0.306144,0.030140,0.448291,0.059891,0.218606,0.544168,0.200598,0.050088,-0.115822,-0.183404,-0.098659,0.359607,0.333945,-0.111910,0.008694,-0.121881,0.066603,-0.443345,0.362618,-0.247103,-0.291210,0.491763
0.250600,-0.097656,0.424724,-0.471699,-0.101646,-0.244892,0.025305,-0.075786,0.399790,-0.261853,0.045914,0.369544,0.362512,-0.402018,0.461261,-0.349131,-0.329836,-0.244994,-0.220303,0.436132,0.419559,0.249279,0.251487,-0.257827,-0.318181,-0.091127,-0.209045,-0.419624
-0.373686,0.039525,0.287371,-0.004085,-0.315446,-0.284429,-0.165399,-0.490557,0.208906,-0.429479,-0.389213,0.175872,0.033233,0.223382,0.029005,0.424347,0.082943,0.485072,0.494875,-0.086567,0.299998,-0.195619,-0.351057,-0.243746,-0.352257,0.447329,-0.028329,-0.297818
0.491063,-0.079025,-0.274741,0.135705,0.011773,-0.071076,-0.527434,-0.515765,-0.503481,0.286924,-0.560822,-0.211444,-0.219997,-0.141609,-0.344927,-0.240540,0.179817,0.108543,-0.087732,0.054951,-0.298462,-0.311672,0.231678,0.298207,-0.254759,0.121164,-0.360747,-0.262957
-0.049612,-0.474022,0.086767,-0.026175,-0.307761,0.462881,-0.340413,0.280798,-0.439188,-0.589650,-0.103932,0.120037,0.296175,-0.083851,0.298621,-0.061685,-0.317029,-0.185550,-0.351056,-0.195289,0.494480,0.113957,0.227670,0.065398,0.033538,0.298105,0.243613,0.414156
-0.099904,-0.014413,-0.019541,0.476688,0.369496,-0.082839,0.392546,-0.240822,0.010612,-0.012419,-0.228899,-0.399177,-0.454358,-0.642570,0.090076,-0.531493,-0.066110,-0.012041,-0.422294,-0.374938,0.531307,-0.220551,-0.078166,0.453434,0.492216,-0.487973,-0.034650,-0.494737
0.337058,-0.185746,0.371010,-0.202568,0.029324,-0.034581,-0.376051,0.002888,-0.310822,-0.567130,-0.278237,-0.463393,-0.318972,-0.601475,0.219259,0.108245,-0.292764,0.294520,0.464246,-0.132379,0.031752,-0.403543,0.391644,-0.155568,0.014730,-0.260949,0.069059,-0.132647
-0.044510,0.232054,-0.258239,-0.403482,0.092132,0.058866,-0.072753,-0.170587,0.082724,0.308376,-0.016687,-0.100971,-0.230268,-0.427090,-0.121469,-0.342273,0.310874,0.058812,0.475966,0.135793,0.263995,0.305387,0.242366,-0.149485,-0.220620,-0.198391,0.475121,0.410684
0.481128,-0.232672,-0.272576,0.145140,-0.387700,0.492236,-0.318589,0.246520,-0.160769,-0.431772,0.107965,0.444725,-0.090885,0.243046,-0.319137,0.467104,0.405395,0.326896,0.293639,-0.009686,0.462550,-0.092410,-0.132397,0.129457,-0.170144,0.431749,-0.380858,-0.132436
0.293029,-0.384383,0.018767,0.006089,0.219151,-0.239334,0.426338,0.192847,0.419973,-0.059120,0.121848,0.477369,0.129156,-0.305761,-0.339578,-0.371913,0.173669,0.313910,0.452614,0.326221,0.268300,-0.052591,0.416144,-0.229457,0.451038,-0.229573,0.278576,-0.276431
-0.184389,-0.143013,-0.407099,-0.098123,0.133508,0.281694,0.378206,0.381548,0.386052,0.360855,-0.310443,-0.170866,-0.025170,0.209744,-0.055677,-0.145467,-0.394367,-0.098241,-0.413828,0.317598,0.048628,0.423188,0.146255,-0.261186,0.348978,0.045943,-0.437448,-0.287209
